Gene name,Ensembl ID,lead SNP,Trait,Other Traits GWAS significant in meta-analysis,chr,Variant_posa,Entrez ID,Biotype,Distanceb,<500kbpc,GWAS Hitd,All_evidencee,MostSevereConsequencef,PPC_Gene_MODERATEandHIGHg,EO_OAh,"bone diseases, developmentali",Coloc_Tissuesj,Piccolo_Tissuesk,MetaXcan_Tissuesl,Animal_Skeletonm,Prot_logFCn,Prot_FDRo,RNASeq_logFCp,RNASeq_FDRq,msh_Mendelr
FGF18,ENSG00000156427,rs3884606,OA_kneehip,NA,5,170871074,8817,protein_coding,0,1,18,_piccolo_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,gtex7_whole_blood;Mono-naive,-,short tibia; abnormal limb bone morphology; abnormal spine curvature; abnormal craniofacial bone morphology; abnormal fibula morphology; small neurocranium; short radius; delayed bone ossification; abnormal metatarsal bone morphology; increased long bone epiphyseal plate size; short ulna; delayed endochondral bone ossification; delayed intramembranous bone ossification; abnormal cranial suture morphology; abnormal axial skeleton morphology; increased width of hypertrophic chondrocyte zone; abnormal skeleton morphology; abnormal long bone epiphyseal plate proliferative zone; abnormal skeleton development; kyphosis; abnormal neurocranium morphology; abnormal rib morphology; bowed tibia; bowed radius; abnormal osteoblast differentiation; maxilla hypoplasia; delayed cranial suture closure,NA,NA,0.281796168,0.032956553,0
SH3PXD2B,ENSG00000174705,rs3884606,OA_kneehip,NA,5,170871074,285590,protein_coding,-1010453,0,18,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,abnormal sagittal suture morphology; short nasal bone; kyphosis; decreased length of long bones; abnormal ilium morphology; short tibia; abnormal skeleton development; short femur; decreased bone mineral density; domed cranium; abnormal xiphoid process morphology; Wormian bones; large anterior fontanelle; abnormal tooth morphology; lordosis; abnormal neurocranium morphology; decreased cranium height; short mandible; abnormal basicranium morphology; micrognathia; short maxilla,NA,NA,0.28028482,0.00166383,osteochondrodysplasias|mitral valve prolapse|osteochondrodysplasias
CARMIL1,ENSG00000079691,rs115740542,OA,OA_hip;OA_kneehip,6,26123502,55604,protein_coding,502744,0,19,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.2189491,0.039352756,NA
U91328.19,ENSG00000272462,rs115740542,OA,OA_hip;OA_kneehip,6,26123502,NA,lincRNA,121499,1,19,_coloc_,NA,NA,NA,NA,gtex7_stomach,-,-,NA,NA,NA,NA,NA,NA
U91328.22,ENSG00000272810,rs115740542,OA,OA_hip;OA_kneehip,6,26123502,NA,lincRNA,109517,1,19,_coloc_,NA,NA,NA,NA,gtex7_adrenal_gland,-,-,NA,NA,NA,NA,NA,NA
HIST1H1C,ENSG00000187837,rs115740542,OA,OA_hip;OA_kneehip,6,26123502,3006,protein_coding,66846,1,19,_piccolo_,NA,NA,NA,NA,-,Macro-naive,-,NA,NA,NA,NA,NA,NA
HFE,ENSG00000010704,rs115740542,OA,OA_hip;OA_kneehip,6,26123502,3077,protein_coding,24931,1,19,Missense_DEGmRNA,missense_variant,0.142000573,NA,NA,-,-,-,NA,NA,NA,0.291813464,0.020020051,"anemia, iron-deficiency|hemochromatosis|diabetic angiopathies|porphyria, variegate|porphyria cutanea tarda|porphyria cutanea tarda|alzheimer disease|porphyria cutanea tarda"
HIST1H2APS3,ENSG00000218281,rs115740542,OA,OA_hip;OA_kneehip,6,26123502,NA,unprocessed_pseudogene,-109981,1,19,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,1.442553592,0.034874355,NA
BTN2A2,ENSG00000124508,rs115740542,OA,OA_hip;OA_kneehip,6,26123502,10385,protein_coding,-271600,1,19,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.256234998,0.035425354,NA
BTN3A3,ENSG00000111801,rs115740542,OA,OA_hip;OA_kneehip,6,26123502,10384,protein_coding,-330141,1,19,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.38458116,0.01522296,NA
BTN2A1,ENSG00000112763,rs115740542,OA,OA_hip;OA_kneehip,6,26123502,11120,protein_coding,-353347,1,19,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.237812556,0.002799669,NA
HIST1H2BJ,ENSG00000124635,rs115740542,OA,OA_hip;OA_kneehip,6,26123502,8970,protein_coding,-977027,0,19,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.322692992,0.042553511,NA
HIST1H2AG,ENSG00000196787,rs115740542,OA,OA_hip;OA_kneehip,6,26123502,8969,protein_coding,-979568,0,19,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.466449772,0.001507879,NA
HIST1H2BK,ENSG00000197903,rs115740542,OA,OA_hip;OA_kneehip,6,26123502,85236,protein_coding,-991075,0,19,_coloc_,NA,NA,NA,NA,gtex7_liver,-,-,NA,NA,NA,NA,NA,NA
AGER,ENSG00000204305,rs9277552,OA_kneehip,OA_knee;OA,6,33055501,177,protein_coding,903400,0,20,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,increased bone strength; abnormal bone trabecula morphology; increased bone mass; decreased osteoclast cell number; increased trabecular bone volume; decreased bone resorption; increased compact bone thickness; increased trabecular bone thickness; increased bone mineral content; increased bone mineral density,NA,NA,NA,NA,NA
PBX2,ENSG00000204304,rs9277552,OA_kneehip,OA_knee;OA,6,33055501,5089,protein_coding,897538,0,20,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal maxillary shelf morphology; absent premaxilla; micrognathia; abnormal nasal capsule morphology,NA,NA,NA,NA,NA
GPSM3,ENSG00000213654,rs9277552,OA_kneehip,OA_knee;OA,6,33055501,63940,protein_coding,892201,0,20,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,decreased susceptibility to induced arthritis,NA,NA,NA,NA,NA
HLA-DRB5,ENSG00000198502,rs9277552,OA_kneehip,OA_knee;OA,6,33055501,3127,protein_coding,557437,0,20,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,abnormal spine curvature,NA,NA,0.56139139,0.036244966,NA
RPL32P1,ENSG00000224796,rs9277552,OA_kneehip,OA_knee;OA,6,33055501,NA,processed_pseudogene,7864,1,20,_coloc_,NA,NA,NA,NA,gtex7_small_intestine_terminal_ileum,-,-,NA,NA,NA,NA,NA,NA
HLA-DPB1,ENSG00000223865,rs9277552,OA_kneehip,OA_knee;OA,6,33055501,3115,protein_coding,523,1,20,_coloc_,NA,NA,NA,NA,gtex7_brain_anterior_cingulate_cortex_ba24,-,-,NA,NA,NA,NA,NA,berylliosis|granulomatosis with polyangiitis
COL11A2,ENSG00000204248,rs9277552,OA_kneehip,OA_knee;OA,6,33055501,1302,protein_coding,-104775,1,20,_EO-OA_Animal-skeletal_,NA,NA,yes,NA,-,-,-,abnormal nasal bone morphology; disorganized long bone epiphyseal plate; abnormal chondrocyte morphology; abnormal articular cartilage morphology; abnormal cranium morphology,NA,NA,NA,NA,"abnormalities, multiple|arthritis|hearing loss, sensorineural|osteochondrodysplasias|osteochondrodysplasias|abnormalities, multiple|deafness|abnormalities, multiple|deafness|dwarfism|arthritis|hearing loss, sensorineural"
RING1,ENSG00000204227,rs9277552,OA_kneehip,OA_knee;OA,6,33055501,6015,protein_coding,-124998,1,20,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal cervical axis morphology; increased rib number; abnormal vertebrae morphology; vertebral transformation; abnormal cervical atlas morphology,NA,NA,NA,NA,NA
BAK1,ENSG00000030110,rs9277552,OA_kneehip,OA_knee;OA,6,33055501,578,protein_coding,-492569,1,20,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,arthritis,NA,NA,NA,NA,NA
ITPR3,ENSG00000096433,rs9277552,OA_kneehip,OA_knee;OA,6,33055501,3710,protein_coding,-608850,0,20,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal intramembranous bone ossification; decreased bone mineral content; abnormal cranium morphology,NA,NA,NA,NA,"diabetes mellitus, type 1"
IP6K3,ENSG00000161896,rs9277552,OA_kneehip,OA_knee;OA,6,33055501,117283,protein_coding,-659181,0,20,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.729267046,0.001154217,0
LEMD2,ENSG00000161904,rs9277552,OA_kneehip,OA_knee;OA,6,33055501,221496,protein_coding,-701412,0,20,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,-0.275155795,0.029046084,NA,NA,cataract
YIPF3,ENSG00000137207,rs12154055,OA,NA,6,44449697,25844,protein_coding,964969,0,21,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.148665124,0.020127652,0
POLR1C,ENSG00000171453,rs12154055,OA,NA,6,44449697,9533,protein_coding,919541,0,21,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.239411096,0.000717374,mandibulofacial dysostosis|hereditary central nervous system demyelinating diseases|mandibulofacial dysostosis
VEGFA,ENSG00000112715,rs12154055,OA,NA,6,44449697,7422,protein_coding,695473,0,21,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,absent incisors; abnormal mandible morphology; short mandible; abnormal coronal suture morphology; scoliosis,NA,NA,-0.242747067,0.010093651,diabetic angiopathies
C6orf223,ENSG00000181577,rs12154055,OA,NA,6,44449697,221416,protein_coding,476002,1,21,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.354810542,0.038894359,0
TMEM63B,ENSG00000137216,rs12154055,OA,NA,6,44449697,55362,protein_coding,326441,1,21,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.223219958,0.016357132,0
SLC29A1,ENSG00000112759,rs12154055,OA,NA,6,44449697,2030,protein_coding,247809,1,21,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,vertebral fusion; decreased rib number; short tibia; decreased bone mineral density; decreased caudal vertebrae number; abnormal thoracic vertebrae morphology; rib fusion; abnormal bone structure; abnormal rib morphology; abnormal cervical vertebrae morphology; decreased bone mineral content,NA,NA,NA,NA,0
NFKBIE,ENSG00000146232,rs12154055,OA,NA,6,44449697,4794,protein_coding,216172,1,21,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,0.232120825,0.046819284,0
SUPT3H,ENSG00000196284,rs12154055,OA,NA,6,44449697,8464,protein_coding,-895993,0,"21,22",_coloc_DEGmRNA,NA,NA,NA,NA,gtex7_pituitary;gtex7_nerve_tibial;gtex7_testis;gtex7_brain_caudate_basal_ganglia;gtex7_brain_frontal_cortex_ba9;gtex7_brain_cerebellar_hemisphere,-,-,NA,NA,NA,-0.161881712,0.033359537,0
RP1-244F24.1,ENSG00000271857,rs12154055,OA,NA,6,44449697,NA,antisense,-940045,0,"21,22",_coloc_,NA,NA,NA,NA,gtex7_liver,-,-,NA,NA,NA,NA,NA,NA
RUNX2,ENSG00000124813,rs12154055,OA,NA,6,44449697,860,protein_coding,-1182389,0,"21,22",_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,abnormal supraoccipital bone morphology; increased osteoblast proliferation; absent zygomatic arch; decreased volumetric bone mineral density; small interparietal bone; abnormal metatarsal bone morphology; abnormal bone ossification; abnormal rib morphology; decreased bone mineral density; abnormal nasal bone morphology; abnormal bone marrow cavity morphology; abnormal cervical loop morphology; small incisors; abnormal humerus morphology; abnormal cartilage morphology; small molars; small occipital bone; abnormal neurocranium morphology; abnormal osteoblast differentiation; decreased bone mineral density of femur; decreased hyoid bone size; abnormal long bone hypertrophic chondrocyte zone; pubis hypoplasia; delayed sagittal suture closure; abnormal tibia morphology; absent clavicle; abnormal long bone epiphyseal plate morphology; abnormal long bone epiphysis morphology; abnormal clavicle morphology; abnormal sternebra morphology; decreased trabecular bone thickness; small basisphenoid bone; absent scapula; abnormal femur morphology; decreased bone trabecula number; delayed bone ossification; abnormal dental papilla morphology; decreased diameter of tibia; absent sternum; delayed intramembranous bone ossification; decreased compact bone thickness; abnormal enamel morphology; abnormal tooth development; decreased osteoblast cell number; abnormal fontanelle morphology; ischium hypoplasia; short ribs; abnormal pelvic girdle bone morphology; abnormal trabecular bone morphology; nasal bone hypoplasia; abnormal dental lamina morphology; abnormal osteoclast differentiation; abnormal hyoid bone morphology; small clavicle; abnormal craniofacial bone morphology; growth retardation of incisors; impaired osteoblast differentiation; abnormal cranial suture morphology; absent deltoid tuberosity; abnormal skeleton morphology; abnormal enamel knot morphology; arrest of tooth development; abnormal skeleton development; clavicle hypoplasia; abnormal xiphoid process morphology; abnormal cranium morphology; abnormal molar morphology; abnormal ulna morphology; abnormal chondrocyte morphology; delayed endochondral bone ossification; decreased length of long bones; growth retardation of molars; large anterior fontanelle; parietal bone hypoplasia; abnormal long bone epiphyseal ossification zone morphology; abnormal dentin morphology; abnormal limb bone morphology; absent occipital bone; abnormal bone structure; decreased bone mass; abnormal phalanx morphology; increased width of hypertrophic chondrocyte zone; abnormal cartilage development; decreased bone volume; delayed fontanelle closure; abnormal long bone epiphyseal plate proliferative zone; abnormal chondrocyte differentiation; abnormal interparietal bone morphology; increased bone trabecular spacing; wide cranial sutures; absent vertebrae; abnormal incisor morphology; interparietal bone hypoplasia; hyoid bone hypoplasia; abnormal parietal bone morphology; abnormal radius morphology; decreased long bone epiphyseal plate size; abnormal bone mineralization; absent metacarpal bones; decreased width of hypertrophic chondrocyte zone,NA,NA,0.730774794,0.000179941,osteochondrodysplasias|cleidocranial dysplasia|osteochondrodysplasias|cleidocranial dysplasia
SUPT3H,ENSG00000196284,rs2396502,OA_hip,OA_kneehip,6,45357699,8464,protein_coding,12009,1,"21,22",_coloc_piccolo_MetaXcan_DEGmRNA,NA,NA,NA,NA,gtex7_pancreas;gtex7_esophagus_gastroesophageal_junction;gtex7_adipose_subcutaneous;gtex7_lung;gtex7_skin_not_sun_exposed_suprapubic;gtex7_nerve_tibial;gtex7_artery_aorta;gtex7_esophagus_muscularis;gtex7_whole_blood;gtex7_esophagus_mucosa;gtex7_breast_mammary_tissue;gtex7_brain_substantia_nigra;gtex7_skin_sun_exposed_lower_leg;gtex7_adipose_visceral_omentum,gtex7_adipose_visceral_omentum;gtex7_esophagus_muscularis;gtex7_cells_ebvtransformed_lymphocytes;gtex7_artery_aorta;gtex7_esophagus_mucosa;gtex7_lung;gtex7_artery_tibial;gtex7_heart_left_ventricle;gtex7_nerve_tibial;gtex7_cells_transformed_fibroblasts;gtex7_pancreas;gtex7_whole_blood;CD4-meta-cis;Macro-Salmonella,gtex7_adipose_visceral_omentum;gtex7_brain_cerebellar_hemisphere;gtex7_cells_transformed_fibroblasts;gtex7_esophagus_mucosa;gtex7_nerve_tibial;gtex7_testis;gtex7_whole_blood,NA,NA,NA,-0.161881712,0.033359537,0
RUNX2,ENSG00000124813,rs2396502,OA_hip,OA_kneehip,6,45357699,860,protein_coding,0,1,"21,22",_piccolo_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,CD4-meta-cis,-,abnormal supraoccipital bone morphology; increased osteoblast proliferation; absent zygomatic arch; decreased volumetric bone mineral density; small interparietal bone; abnormal metatarsal bone morphology; abnormal bone ossification; abnormal rib morphology; decreased bone mineral density; abnormal nasal bone morphology; abnormal bone marrow cavity morphology; abnormal cervical loop morphology; small incisors; abnormal humerus morphology; abnormal cartilage morphology; small molars; small occipital bone; abnormal neurocranium morphology; abnormal osteoblast differentiation; decreased bone mineral density of femur; decreased hyoid bone size; abnormal long bone hypertrophic chondrocyte zone; pubis hypoplasia; delayed sagittal suture closure; abnormal tibia morphology; absent clavicle; abnormal long bone epiphyseal plate morphology; abnormal long bone epiphysis morphology; abnormal clavicle morphology; abnormal sternebra morphology; decreased trabecular bone thickness; small basisphenoid bone; absent scapula; abnormal femur morphology; decreased bone trabecula number; delayed bone ossification; abnormal dental papilla morphology; decreased diameter of tibia; absent sternum; delayed intramembranous bone ossification; decreased compact bone thickness; abnormal enamel morphology; abnormal tooth development; decreased osteoblast cell number; abnormal fontanelle morphology; ischium hypoplasia; short ribs; abnormal pelvic girdle bone morphology; abnormal trabecular bone morphology; nasal bone hypoplasia; abnormal dental lamina morphology; abnormal osteoclast differentiation; abnormal hyoid bone morphology; small clavicle; abnormal craniofacial bone morphology; growth retardation of incisors; impaired osteoblast differentiation; abnormal cranial suture morphology; absent deltoid tuberosity; abnormal skeleton morphology; abnormal enamel knot morphology; arrest of tooth development; abnormal skeleton development; clavicle hypoplasia; abnormal xiphoid process morphology; abnormal cranium morphology; abnormal molar morphology; abnormal ulna morphology; abnormal chondrocyte morphology; delayed endochondral bone ossification; decreased length of long bones; growth retardation of molars; large anterior fontanelle; parietal bone hypoplasia; abnormal long bone epiphyseal ossification zone morphology; abnormal dentin morphology; abnormal limb bone morphology; absent occipital bone; abnormal bone structure; decreased bone mass; abnormal phalanx morphology; increased width of hypertrophic chondrocyte zone; abnormal cartilage development; decreased bone volume; delayed fontanelle closure; abnormal long bone epiphyseal plate proliferative zone; abnormal chondrocyte differentiation; abnormal interparietal bone morphology; increased bone trabecular spacing; wide cranial sutures; absent vertebrae; abnormal incisor morphology; interparietal bone hypoplasia; hyoid bone hypoplasia; abnormal parietal bone morphology; abnormal radius morphology; decreased long bone epiphyseal plate size; abnormal bone mineralization; absent metacarpal bones; decreased width of hypertrophic chondrocyte zone,NA,NA,0.730774794,0.000179941,osteochondrodysplasias|cleidocranial dysplasia|osteochondrodysplasias|cleidocranial dysplasia
RP1-244F24.1,ENSG00000271857,rs2396502,OA_hip,OA_kneehip,6,45357699,NA,antisense,-32043,1,"21,22",_coloc_,NA,NA,NA,NA,gtex7_colon_sigmoid,-,-,NA,NA,NA,NA,NA,NA
CLIC5,ENSG00000112782,rs2396502,OA_hip,OA_kneehip,6,45357699,53405,protein_coding,-690386,0,22,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,1.088892607,1.02E-05,deafness
RCAN2,ENSG00000172348,rs2396502,OA_hip,OA_kneehip,6,45357699,10231,protein_coding,-1102010,0,22,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,short tibia,NA,NA,-0.862220262,0.000142993,0
BMP5,ENSG00000112175,rs80287694,OA_hip,NA,6,55636940,653,protein_coding,0,1,23,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,absent ulna; decreased areal bone mineral density; split xiphoid process; short nasal bone; abnormal limb bone morphology; abnormal sternebra morphology; abnormal fibula morphology; abnormal femur morphology; decreased cranium height; decreased diameter of humerus; short humerus; abnormal sesamoid bone of gastrocnemius morphology; abnormal bone ossification; short ulna; decreased bone mineral density; decreased cranium length; abnormal outer ear cartilage morphology; increased length of long bones; abnormal sternum ossification; increased cranium width; long tibia; small xiphoid process; long humerus; abnormal hyoid bone lesser horn morphology; abnormal humerus morphology; abnormal cervical vertebrae morphology; abnormal thoracic vertebrae morphology; abnormal vertebral spinous process morphology; decreased rib number; abnormal laryngeal cartilage morphology; abnormal vertebrae morphology; abnormal xiphoid process morphology; abnormal cranium morphology; abnormal sacrum morphology; abnormal rib development; short maxilla; abnormal long bone morphology; abnormal rib morphology; abnormal skeleton morphology; abnormal cranium size; abnormal tibia morphology; abnormal bone healing; short femur; abnormal thyroid cartilage morphology; absent xiphoid process; abnormal cricoid cartilage morphology; abnormal sternum morphology; abnormal cartilage development; decreased bone mineral content; decreased diameter of long bones; short mandible; small cranium,NA,NA,NA,NA,0
COL12A1,ENSG00000111799,rs12209223,OA_hip,NA,6,76164589,1303,protein_coding,248822,1,24,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal vertebral column morphology; kyphosis; abnormal vertebral spinous process morphology; abnormal skeleton development; kyphoscoliosis; decreased diameter of femur; abnormal compact bone morphology; short femur; decreased bone mineralization; decreased bone ossification; abnormal skeleton physiology; abnormal femur morphology; abnormal osteoblast physiology; abnormal bone structure; abnormal osteoblast morphology; abnormal skeleton morphology; decreased bone strength; abnormal cartilage development,NA,NA,NA,NA,muscular dystrophies|contracture|contracture
TMEM30A,ENSG00000112697,rs12209223,OA_hip,NA,6,76164589,55754,protein_coding,169905,1,24,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal spine curvature,NA,NA,NA,NA,0
FILIP1,ENSG00000118407,rs12209223,OA_hip,NA,6,76164589,27145,protein_coding,0,1,24,_MetaXcan_DEGmRNA,NA,NA,NA,NA,-,-,gtex7_muscle_skeletal,NA,NA,NA,0.906766032,1.08E-06,0
MYO6,ENSG00000196586,rs12209223,OA_hip,NA,6,76164589,4646,protein_coding,-464665,1,24,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,0.24466329,0.023009764,NA,NA,"hearing loss, sensorineural|deafness|hearing loss, sensorineural|deafness|hearing loss, sensorineural"
PON3,ENSG00000105852,rs11409738,OA,OA_kneehip,7,95719833,5446,protein_coding,694153,0,25,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.342766188,0.010396041,amyotrophic lateral sclerosis
PDK4,ENSG00000004799,rs11409738,OA,OA_kneehip,7,95719833,5166,protein_coding,494030,1,25,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal osteoclast differentiation; abnormal bone volume; abnormal trabecular bone thickness; abnormal osteoclast cell number; abnormal trabecular bone morphology; abnormal trabecular bone volume; abnormal osteoclast morphology,NA,NA,NA,NA,0
DYNC1I1,ENSG00000158560,rs11409738,OA,OA_kneehip,7,95719833,1780,protein_coding,0,1,25,_DEGProt_,NA,NA,NA,NA,-,-,-,NA,-0.414408342,0.001814489,NA,NA,0
SLC25A13,ENSG00000004864,rs11409738,OA,OA_kneehip,7,95719833,10165,protein_coding,-231626,1,25,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.276761003,0.003013036,citrullinemia|citrullinemia|citrullinemia|citrullinemia
DLX6,ENSG00000006377,rs11409738,OA,OA_kneehip,7,95719833,1750,protein_coding,-920518,0,25,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal nasal bone morphology; abnormal mandibular coronoid process morphology; abnormal hyoid bone morphology; abnormal neurocranium morphology; abnormal craniofacial bone morphology; lower jaw to upper jaw transformation; mandibular condyloid process hypoplasia; abnormal basicranium morphology; abnormal temporal bone squamous part morphology; abnormal mandibular condyloid process morphology; absent mandibular coronoid process; abnormal metatarsal bone morphology; abnormal alisphenoid bone morphology; abnormal jaw morphology; small mandible; abnormal hyoid bone body morphology; abnormal phalanx morphology; abnormal pterygoid process morphology; small presphenoid bone; abnormal hyoid bone lesser horn morphology; abnormal pterygoid bone morphology; abnormal nasal capsule morphology; abnormal middle ear ossicle morphology; abnormal interparietal bone morphology; absent Meckel's cartilage; abnormal cranium morphology; abnormal mandible morphology; abnormal gonial bone morphology; abnormal basisphenoid bone morphology; abnormal viscerocranium morphology; abnormal stylohyoid ligament morphology; abnormal zygomatic bone morphology; abnormal maxilla morphology; abnormal frontal bone morphology; abnormal parietal bone morphology; abnormal thyroid cartilage morphology; abnormal premaxilla morphology; abnormal mandibular angle morphology,NA,NA,NA,NA,0
DLX5,ENSG00000105880,rs11409738,OA,OA_kneehip,7,95719833,1749,protein_coding,-934429,0,25,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,abnormal basisphenoid bone morphology; small lacrimal bone; abnormal malleus morphology; abnormal basioccipital bone morphology; abnormal hyoid bone morphology; absent alveolar process; ectopic cartilage; abnormal fontanelle morphology; Wormian bones; abnormal mandibular angle morphology; abnormal craniofacial bone morphology; lower jaw to upper jaw transformation; abnormal frontal bone morphology; short lower incisors; small interparietal bone; abnormal tooth mineralization; abnormal temporal bone squamous part morphology; short Meckel's cartilage; short upper incisors; large anterior fontanelle; abnormal mandibular coronoid process morphology; abnormal metatarsal bone morphology; small maxilla; short styloid process; abnormal bone ossification; abnormal alisphenoid bone morphology; abnormal nasal bone morphology; abnormal outer ear cartilage morphology; abnormal Meckel's cartilage morphology; abnormal phalanx morphology; small malleus processus brevis; decreased bone mineralization; abnormal pterygoid process morphology; abnormal occipital bone morphology; abnormal hyoid bone greater horn morphology; abnormal hyoid bone lesser horn morphology; small presphenoid bone; absent stapes; absent malleus head; abnormal basicranium morphology; abnormal pterygoid bone morphology; turbinate hypoplasia; abnormal nasal capsule morphology; absent Meckel's cartilage; decreased maxillary shelf size; small vomer bone; abnormal mandibular condyloid process morphology; abnormal interparietal bone morphology; abnormal jaw morphology; abnormal molar crown morphology; small supraoccipital bone; wide cranial sutures; abnormal stylohyoid ligament morphology; abnormal cranium morphology; abnormal molar morphology; abnormal mandible morphology; abnormal incisor morphology; abnormal gonial bone morphology; abnormal stapedial artery morphology; abnormal neurocranium morphology; abnormal vomer bone morphology; abnormal rib morphology; micrognathia; abnormal viscerocranium morphology; short nasal bone; abnormal middle ear ossicle morphology; absent mandibular coronoid process; abnormal styloid process morphology; abnormal zygomatic bone morphology; absent palatine bone horizontal plate; abnormal maxilla morphology; abnormal osteoblast differentiation; short premaxilla; small parietal bone; abnormal parietal bone morphology; delayed bone ossification; delayed cranial suture closure; abnormal thyroid cartilage morphology; ectopic cranial bone; abnormal lacrimal bone morphology; abnormal premaxilla morphology; absent molars; short maxilla; short mandible; small nasal bone,NA,NA,NA,NA,"limb deformities, congenital|hearing loss, sensorineural"
ALG1L13P,ENSG00000253981,rs330050,OA,OA_kneehip;OA_hip,8,9087679,NA,transcribed_unprocessed_pseudogene,985490,0,26,_MetaXcan_,NA,NA,NA,NA,-,-,gtex7_colon_transverse,NA,NA,NA,NA,NA,NA
FAM86B3P,ENSG00000173295,rs330050,OA,OA_kneehip;OA_hip,8,9087679,NA,transcribed_unprocessed_pseudogene,985292,0,26,_coloc_,NA,NA,NA,NA,gtex7_brain_amygdala,-,-,NA,NA,NA,NA,NA,NA
ERI1,ENSG00000104626,rs330050,OA,OA_kneehip;OA_hip,8,9087679,90459,protein_coding,113423,1,26,_MetaXcan_DEGmRNA,NA,NA,NA,NA,-,-,gtex7_lung,NA,NA,NA,-0.231183507,0.00111361,0
PPP1R3B,ENSG00000173281,rs330050,OA,OA_kneehip;OA_hip,8,9087679,79660,protein_coding,78595,1,26,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.388943371,0.003708678,0
RP11-10A14.5,ENSG00000248538,rs330050,OA,OA_kneehip;OA_hip,8,9087679,NA,lincRNA,27315,1,26,_coloc_,NA,NA,NA,NA,gtex7_heart_atrial_appendage;gtex7_thyroid,-,-,NA,NA,NA,NA,NA,NA
MSRA,ENSG00000175806,rs330050,OA,OA_kneehip;OA_hip,8,9087679,4482,protein_coding,-1198722,0,26,_coloc_DEGProt_,NA,NA,NA,NA,gtex7_testis,-,-,NA,-0.165327981,0.017142306,NA,NA,0
GSDMC,ENSG00000147697,rs60890741,OA_hip,NA,8,130768503,56169,protein_coding,0,1,27,_coloc_,NA,NA,NA,NA,gtex7_heart_left_ventricle,-,-,NA,NA,NA,NA,NA,0
FAM49B,ENSG00000153310,rs60890741,OA_hip,NA,8,130768503,51571,protein_coding,-260872,1,27,_Animal-skeletal_DEGmRNA,NA,NA,NA,NA,-,-,-,short tibia,NA,NA,-0.152924761,0.028698166,0
SLC1A1,ENSG00000106688,rs10974438,OA,OA_kneehip,9,4291928,6505,protein_coding,-295541,1,28,_DEGmRNA,NA,NA,NA,NA,-,-,-,NA,NA,NA,-0.429293236,0.002028641,renal aminoacidurias|renal aminoacidurias
JAK2,ENSG00000096968,rs10974438,OA,OA_kneehip,9,4291928,3717,protein_coding,-836255,0,28,_Animal-skeletal_,NA,NA,NA,NA,-,-,-,myelofibrosis; abnormal bone marrow cavity morphology; abnormal bone marrow morphology,NA,NA,NA,NA,"polycythemia vera|thrombocythemia, essential|thrombocythemia, essential|primary myelofibrosis|primary myelofibrosis|polycythemia vera|budd-chiari syndrome|budd-chiari syndrome|polycythemia|thrombocytosis"
