geneid	chr	s1	s2
ENSG00000145362	chr4	112818109	113383740
ENSG00000145375	chr4	122923074	123319450
ENSG00000145388	chr4	118685368	118715433
ENSG00000145390	chr4	119212587	119295517
ENSG00000145391	chr4	139495941	139606699
ENSG00000145414	chr4	163110073	163166921
ENSG00000145431	chr4	156760454	156971394
ENSG00000145439	chr4	168863770	169010275
ENSG00000145494	chr5	1801400	1816605
ENSG00000145495	chr5	10353703	10440388
ENSG00000145536	chr5	5140330	5320304
ENSG00000145545	chr5	6633343	6674386
ENSG00000145555	chr5	16661914	16936276
ENSG00000145569	chr5	14581775	14615007
ENSG00000145592	chr5	40825262	40835335
ENSG00000145604	chr5	36151989	36184319
ENSG00000145623	chr5	38845858	38945596
ENSG00000145632	chr5	58453982	58460260
ENSG00000145675	chr5	68215720	68301821
ENSG00000145681	chr5	83637805	83721613
ENSG00000145685	chr5	78485215	78770021
ENSG00000145687	chr5	81413021	81751797
ENSG00000145703	chr5	76403249	76708132
ENSG00000145715	chr5	87267888	87391931
ENSG00000145721	chr5	97091867	97142872
ENSG00000145723	chr5	103086000	103120151
ENSG00000145725	chr5	103120149	103212799
ENSG00000145730	chr5	102753981	103031105
ENSG00000145734	chr5	71455615	71567820
ENSG00000145740	chr5	69093646	69131069
ENSG00000145741	chr5	73498408	73505635
ENSG00000145743	chr5	107859035	108382098
ENSG00000145779	chr5	119268692	119399688
ENSG00000145780	chr5	115520908	115544894
ENSG00000145781	chr5	116084991	116412762
ENSG00000145782	chr5	115828200	115841858
ENSG00000145808	chr5	129460265	129738683
ENSG00000145817	chr5	144158159	144170714
ENSG00000145819	chr5	142770377	143229011
ENSG00000145824	chr5	135570679	135579279
ENSG00000145833	chr5	134758771	134855133
ENSG00000145860	chr5	159157409	159210053
ENSG00000145868	chr5	148383935	148442836
ENSG00000145882	chr5	149358007	149369653
ENSG00000145901	chr5	151029945	151093577
ENSG00000145907	chr5	151771045	151812785
ENSG00000145912	chr5	178149460	178153967
ENSG00000145916	chr5	178130996	178150565
ENSG00000145919	chr5	173607514	173616660
ENSG00000145934	chr5	167284799	168264157
ENSG00000145979	chr6	13266542	13328583
ENSG00000145982	chr6	5261044	5771580
ENSG00000145990	chr6	13357830	13487662
ENSG00000145996	chr6	20534457	21232404
ENSG00000146007	chr5	140698680	140706676
ENSG00000146063	chr5	181222499	181235809
ENSG00000146066	chr5	176388747	176389771
ENSG00000146067	chr5	177519788	177554541
ENSG00000146072	chr6	47231532	47309905
ENSG00000146083	chr5	176526697	176538025
ENSG00000146085	chr6	49430360	49463191
ENSG00000146109	chr6	26596952	26600744
ENSG00000146112	chr6	30676389	30687895
ENSG00000146122	chr6	39792298	39904877
ENSG00000146143	chr6	57314805	57646849
ENSG00000146197	chr6	35214419	35253079
ENSG00000146223	chr6	42879618	42889925
ENSG00000146242	chr6	82363206	82370828
ENSG00000146247	chr6	78935867	79078236
ENSG00000146250	chr6	83512538	83525704
ENSG00000146263	chr6	97142161	97283217
ENSG00000146278	chr6	89080751	89085160
ENSG00000146281	chr6	89146050	89165565
ENSG00000146282	chr6	87514378	87590003
ENSG00000146350	chr6	121079494	121334745
ENSG00000146373	chr6	124962545	125092633
ENSG00000146374	chr6	127118604	127197765
ENSG00000146376	chr6	129576132	129710225
ENSG00000146386	chr6	139028682	139043302
ENSG00000146409	chr6	132769370	132798553
ENSG00000146411	chr6	133988697	134052636
ENSG00000146414	chr6	145864245	145964423
ENSG00000146416	chr6	143060496	143340304
ENSG00000146425	chr6	158636474	158644739
ENSG00000146426	chr6	154832697	155257723
ENSG00000146433	chr6	158536436	158635428
ENSG00000146457	chr6	159725585	159756319
ENSG00000146463	chr1	35268967	35422058
ENSG00000146476	chr6	151452258	151470101
ENSG00000146477	chr6	160348268	160452581
ENSG00000146535	chr7	2728112	2844324
ENSG00000146540	chr7	996986	1138260
ENSG00000146576	chr7	6590017	6608726
ENSG00000146587	chr7	5045821	5069488
ENSG00000146648	chr7	55019021	55211628
ENSG00000146674	chr7	45912245	45921874
ENSG00000146676	chr7	44876293	44885361
ENSG00000146701	chr7	76048051	76067508
ENSG00000146729	chr7	55951793	56000181
ENSG00000146731	chr7	56051630	56063989
ENSG00000146733	chr7	56011051	56051604
ENSG00000146757	chr7	65373799	65401135
ENSG00000146776	chr7	105605067	105876604
ENSG00000146802	chr7	112762382	112790592
ENSG00000146826	chr7	100154420	100158715
ENSG00000146828	chr7	100826820	100867009
ENSG00000146830	chr7	100679507	100694037
ENSG00000146833	chr7	99876958	99919600
ENSG00000146834	chr7	100428790	100434126
ENSG00000146842	chr7	130164715	130207770
ENSG00000146859	chr7	135148072	135166215
ENSG00000146872	chr17	62458658	62615481
ENSG00000146909	chr7	156949723	156973182
ENSG00000146918	chr7	158631311	158704829
ENSG00000146950	chrX	9786456	9949443
ENSG00000146963	chr7	139340359	139423457
ENSG00000147010	chrX	19533975	19887601
ENSG00000147027	chrX	34627064	34657288
ENSG00000147041	chrX	38006582	38128819
ENSG00000147044	chrX	41514934	41923645
ENSG00000147050	chrX	44873177	45112602
ENSG00000147065	chrX	65588377	65741931
ENSG00000147099	chrX	72329516	72573103
ENSG00000147100	chrX	74421461	74533917
ENSG00000147118	chrX	47974851	48003978
ENSG00000147119	chrX	46573784	46598408
ENSG00000147121	chrX	46446857	46497422
ENSG00000147123	chrX	47142216	47145504
ENSG00000147124	chrX	47445879	47482946
ENSG00000147130	chrX	71239624	71255146
ENSG00000147133	chrX	71366239	71532374
ENSG00000147140	chrX	71283192	71301168
ENSG00000147155	chrX	48521158	48528716
ENSG00000147162	chrX	71533083	71575897
ENSG00000147164	chrX	71056332	71073426
ENSG00000147180	chrX	85244032	85273362
ENSG00000147202	chrX	96684663	97604997
ENSG00000147224	chrX	107628424	107651026
ENSG00000147251	chrX	118495898	118686163
ENSG00000147257	chrX	133535745	133985895
ENSG00000147274	chrX	136848004	136880764
ENSG00000147316	chr8	6406592	6648504
ENSG00000147324	chr8	8783354	8893645
ENSG00000147364	chr8	406428	477967
ENSG00000147383	chrX	152830967	152869729
ENSG00000147394	chrX	152914442	152973480
ENSG00000147400	chrX	152826973	152830777
ENSG00000147403	chrX	154389955	154409168
ENSG00000147408	chr8	19404161	19758029
ENSG00000147416	chr8	20197367	20226819
ENSG00000147419	chr8	27733311	27772653
ENSG00000147421	chr8	28890394	29064764
ENSG00000147439	chr8	22620418	22669148
ENSG00000147454	chr8	23528805	23575463
ENSG00000147457	chr8	23243637	23262000
ENSG00000147459	chr8	25184723	25418082
ENSG00000147471	chr8	37762593	37779767
ENSG00000147475	chr8	37736599	37759101
ENSG00000147526	chr8	38728186	38853028
ENSG00000147533	chr8	41490396	41510980
ENSG00000147535	chr8	38263130	38269243
ENSG00000147548	chr8	38269697	38382272
ENSG00000147592	chr8	70635318	70669174
ENSG00000147601	chr8	73008864	73048122
ENSG00000147604	chr8	73290267	73295789
ENSG00000147649	chr8	97644179	97728770
ENSG00000147650	chr8	104489231	104589024
ENSG00000147654	chr8	109539711	109565996
ENSG00000147655	chr8	107899316	108083648
ENSG00000147669	chr8	100150584	100154002
ENSG00000147677	chr8	116642130	116766925
ENSG00000147679	chr8	116766503	116849463
ENSG00000147684	chr8	124539103	124568510
ENSG00000147687	chr8	124488485	124539458
ENSG00000147789	chr8	144827464	144847509
ENSG00000147799	chr8	144529179	144605816
ENSG00000147813	chr8	143574785	143578649
ENSG00000147852	chr9	2621834	2660053
ENSG00000147853	chr9	4709559	4742043
ENSG00000147854	chr9	6413151	6507054
ENSG00000147872	chr9	19108375	19149290
ENSG00000147874	chr9	19053143	19103119
ENSG00000147883	chr9	22002903	22009363
ENSG00000147889	chr9	21967753	21995301
ENSG00000147894	chr9	27546545	27573866
ENSG00000147905	chr9	37120539	37358149
ENSG00000147912	chr9	37510892	37576349
ENSG00000147955	chr9	34634722	34637809
ENSG00000148019	chr9	78236062	78279690
ENSG00000148053	chr9	84668551	85027070
ENSG00000148082	chr9	89005771	89178767
ENSG00000148090	chr9	91213815	91361913
ENSG00000148110	chr9	94374551	94461042
ENSG00000148120	chr9	94726701	95087218
ENSG00000148143	chr9	106863097	107013634
ENSG00000148153	chr9	112683926	112718236
ENSG00000148154	chr9	111896766	111935369
ENSG00000148158	chr9	112750838	112881671
ENSG00000148175	chr9	121338988	121370304
ENSG00000148180	chr9	121207794	121332843
ENSG00000148187	chr9	122264603	122331343
ENSG00000148218	chr9	113386317	113401333
ENSG00000148219	chr9	116425225	117415070
ENSG00000148229	chr9	113407235	113410672
ENSG00000148248	chr9	133361449	133376166
ENSG00000148288	chr9	133152948	133163945
ENSG00000148290	chr9	133351755	133356676
ENSG00000148291	chr9	133356552	133361169
ENSG00000148296	chr9	133328774	133336398
ENSG00000148297	chr9	133338323	133348131
ENSG00000148300	chr9	133406059	133418096
ENSG00000148303	chr9	133348214	133351426
ENSG00000148308	chr9	133030675	133058503
ENSG00000148331	chr9	129634604	129642169
ENSG00000148334	chr9	128120693	128128462
ENSG00000148335	chr9	129608884	129636131
ENSG00000148337	chr9	128166064	128204383
ENSG00000148339	chr9	128068201	128109245
ENSG00000148341	chr9	129007036	129028303
ENSG00000148343	chr9	129036621	129072082
ENSG00000148356	chr9	127451486	127503501
ENSG00000148358	chr9	130053426	130140169
ENSG00000148362	chr9	136992418	136993984
ENSG00000148384	chr9	136428619	136439823
ENSG00000148396	chr9	136440096	136483759
ENSG00000148399	chr9	137554904	137578935
ENSG00000148400	chr9	136494433	136545786
ENSG00000148411	chr9	136006537	136095285
ENSG00000148426	chr10	11823339	11872277
ENSG00000148429	chr10	11453946	11611754
ENSG00000148444	chr10	22315974	22320308
ENSG00000148450	chr10	23095506	23122013
ENSG00000148468	chr10	15211643	15371062
ENSG00000148481	chr10	15778170	15860520
ENSG00000148484	chr10	16590611	16817528
ENSG00000148498	chr10	34109560	34815325
ENSG00000148516	chr10	31318495	31529814
ENSG00000148572	chr10	63133247	63155031
ENSG00000148606	chr10	77969251	78029545
ENSG00000148634	chr10	67921899	68075348
ENSG00000148660	chr10	73812501	73874591
ENSG00000148672	chr10	87050486	87094866
ENSG00000148677	chr10	90912096	90921276
ENSG00000148688	chr10	90871716	90908553
ENSG00000148690	chr10	93667883	93702572
ENSG00000148700	chr10	109996368	110135565
ENSG00000148719	chr10	72332830	72355230
ENSG00000148730	chr10	70404379	70428618
ENSG00000148737	chr10	112950250	113167678
ENSG00000148798	chr10	103277163	103290351
ENSG00000148803	chr10	133355154	133358035
ENSG00000148814	chr10	132332154	132379918
ENSG00000148834	chr10	104235356	104267459
ENSG00000148835	chr10	103367967	103389065
ENSG00000148840	chr10	102132994	102150331
ENSG00000148841	chr10	104309698	104338404
ENSG00000148842	chr10	102918293	103090221
ENSG00000148843	chr10	103396648	103446292
ENSG00000148848	chr10	126012381	126388455
ENSG00000148908	chr10	119499828	119542708
ENSG00000148925	chr11	13388001	13463297
ENSG00000148926	chr11	10304680	10307397
ENSG00000148943	chr11	27494576	27506773
ENSG00000148985	chr11	3797724	3826371
ENSG00000149016	chr11	62575045	62592177
ENSG00000149084	chr11	43680558	43856617
ENSG00000149089	chr11	34853094	34916499
ENSG00000149090	chr11	35431823	35530300
ENSG00000149091	chr11	46332905	46380554
ENSG00000149100	chr11	32583798	32606262
ENSG00000149115	chr11	57299638	57324952
ENSG00000149131	chr11	57597387	57614853
ENSG00000149136	chr11	57325985	57335877
ENSG00000149150	chr11	57484534	57515786
ENSG00000149177	chr11	47980558	48170841
ENSG00000149179	chr11	46936689	47164385
ENSG00000149182	chr11	47164299	47177125
ENSG00000149187	chr11	47465933	47565569
ENSG00000149196	chr11	86302211	86345931
ENSG00000149201	chr11	86374736	86423109
ENSG00000149212	chr11	95165513	95232541
ENSG00000149218	chr11	95089810	95132645
ENSG00000149231	chr11	96352769	96389956
ENSG00000149256	chr11	78652831	79440948
ENSG00000149257	chr11	75562056	75572783
ENSG00000149260	chr11	77066932	77126155
ENSG00000149262	chr11	77878720	77994678
ENSG00000149269	chr11	77321707	77474635
ENSG00000149273	chr11	75399486	75422280
ENSG00000149289	chr11	110093361	110171841
ENSG00000149292	chr11	113314529	113383544
ENSG00000149294	chr11	112961247	113278436
ENSG00000149308	chr11	108157215	108222642
ENSG00000149311	chr11	108222484	108369102
ENSG00000149313	chr11	106075501	106098710
ENSG00000149357	chr11	72085895	72103387
ENSG00000149380	chr11	74235801	74311657
ENSG00000149428	chr11	119044189	119057202
ENSG00000149451	chr20	3667965	3682246
ENSG00000149474	chr20	18138118	18188387
ENSG00000149476	chr11	61333210	61353295
ENSG00000149480	chr11	62593214	62601840
ENSG00000149483	chr11	61362001	61369509
ENSG00000149485	chr11	61799625	61829318
ENSG00000149499	chr11	62602218	62612765
ENSG00000149503	chr11	62123973	62153163
ENSG00000149532	chr11	61402641	61430031
ENSG00000149541	chr11	62615296	62622175
ENSG00000149547	chr11	125569216	125584687
ENSG00000149554	chr11	125625136	125676255
ENSG00000149557	chr11	125445745	125496317
ENSG00000149577	chr11	117178733	117197445
ENSG00000149582	chr11	118531041	118547280
ENSG00000149591	chr11	117199321	117204782
ENSG00000149596	chr20	44111695	44187578
ENSG00000149600	chr20	32702691	32743997
ENSG00000149636	chr20	36751791	36773818
ENSG00000149639	chr20	36777442	36863686
ENSG00000149657	chr20	62122461	62135378
ENSG00000149658	chr20	63195429	63216234
ENSG00000149679	chr20	62388632	62407285
ENSG00000149716	chr11	69653076	69675416
ENSG00000149743	chr11	64223799	64226254
ENSG00000149761	chr11	64225941	64230686
ENSG00000149782	chr11	64251523	64269150
ENSG00000149792	chr11	65122183	65127371
ENSG00000149798	chr11	65314818	65322429
ENSG00000149806	chr11	65120628	65122473
ENSG00000149809	chr11	65111845	65116384
ENSG00000149823	chr11	65089324	65111860
ENSG00000149923	chr16	30075978	30085377
ENSG00000149925	chr16	30064164	30070457
ENSG00000149930	chr16	29973641	29992261
ENSG00000149932	chr16	29940885	29973052
ENSG00000149948	chr12	65824131	65966295
ENSG00000149972	chr11	99020953	100358885
ENSG00000150093	chr10	32900319	33005792
ENSG00000150281	chr16	30896607	30903560
ENSG00000150316	chr11	94962622	94973612
ENSG00000150347	chr10	61901300	62096944
ENSG00000150401	chr13	113455819	113490952
ENSG00000150403	chr13	113490995	113554590
ENSG00000150433	chr11	125096545	125111763
ENSG00000150456	chr13	20728731	20773958
ENSG00000150457	chr13	20973032	21061547
ENSG00000150459	chr13	21140514	21149084
ENSG00000150477	chr18	36829106	37232172
ENSG00000150527	chr14	39230231	39388513
ENSG00000150593	chr10	110871795	110900006
ENSG00000150594	chr10	111077163	111080907
ENSG00000150630	chr4	176683538	176792727
ENSG00000150672	chr11	83455012	85627922
ENSG00000150687	chr11	86791059	86952910
ENSG00000150712	chr5	32226994	32313009
ENSG00000150753	chr5	10249921	10266412
ENSG00000150756	chr5	10226330	10249897
ENSG00000150760	chr10	126905409	127452517
ENSG00000150764	chr11	111927144	112022584
ENSG00000150768	chr11	112024814	112064390
ENSG00000150776	chr11	112074086	112085150
ENSG00000150779	chr11	112084800	112086798
ENSG00000150787	chr11	112226365	112269955
ENSG00000150867	chr10	22534849	22714555
ENSG00000150907	chr13	40469953	40666597
ENSG00000150938	chr2	36355926	36551135
ENSG00000150961	chr4	118722823	118838683
ENSG00000150977	chr12	123410683	123436717
ENSG00000150990	chr12	124946825	124989122
ENSG00000150991	chr12	124911604	124917368
ENSG00000150995	chr3	4493348	4847840
ENSG00000151012	chr4	138164097	138242349
ENSG00000151014	chr4	139015789	139045939
ENSG00000151065	chr12	1946054	2004535
ENSG00000151067	chr12	1970786	2697950
ENSG00000151090	chr3	24117153	24495756
ENSG00000151092	chr3	25718944	25790039
ENSG00000151093	chr3	25782917	25794534
ENSG00000151116	chr11	18529609	18588747
ENSG00000151131	chr12	104986310	105074197
ENSG00000151135	chr12	106955719	106978778
ENSG00000151136	chr12	107318413	107659642
ENSG00000151148	chr12	109477402	109536705
ENSG00000151150	chr10	60026298	60733490
ENSG00000151151	chr10	58191517	58267934
ENSG00000151176	chr12	113358566	113391625
ENSG00000151208	chr10	77790791	77926526
ENSG00000151229	chr12	39755021	40106089
ENSG00000151233	chr12	42081845	42144879
ENSG00000151239	chr12	43793723	43806375
ENSG00000151240	chr10	274190	689668
ENSG00000151247	chr4	98871684	98930637
ENSG00000151276	chr3	65353525	66038834
ENSG00000151287	chr13	102765990	102773811
ENSG00000151292	chr5	123512099	123617045
ENSG00000151304	chr5	121961961	122075570
ENSG00000151320	chr14	32329273	32837681
ENSG00000151327	chr14	35044907	35113130
ENSG00000151332	chr14	36298558	36320676
ENSG00000151348	chr11	44095549	44245429
ENSG00000151353	chr2	667335	677439
ENSG00000151366	chr11	78068304	78080219
ENSG00000151388	chr5	33523535	33892192
ENSG00000151413	chr14	31489956	31861224
ENSG00000151414	chr1	198156963	198322420
ENSG00000151422	chr5	108747822	109196841
ENSG00000151445	chr14	77426675	77457952
ENSG00000151458	chr4	124664052	124712732
ENSG00000151461	chr10	11920022	12043170
ENSG00000151465	chr10	12195965	12250589
ENSG00000151466	chr4	128864921	129093607
ENSG00000151468	chr10	12896625	13099652
ENSG00000151470	chr4	129093317	129116640
ENSG00000151474	chr10	13643706	14462142
ENSG00000151491	chr12	15620158	15882329
ENSG00000151498	chr11	134253495	134265855
ENSG00000151500	chr11	134248279	134253370
ENSG00000151502	chr11	134224645	134247792
ENSG00000151503	chr11	134150119	134225454
ENSG00000151532	chr10	112446998	112818744
ENSG00000151552	chr4	17460261	17512234
ENSG00000151553	chr10	114821744	114899832
ENSG00000151572	chr12	100717526	101128641
ENSG00000151576	chr3	114005833	114088422
ENSG00000151611	chr4	145618263	145660035
ENSG00000151612	chr4	145757627	145938635
ENSG00000151617	chr4	147480917	147544954
ENSG00000151623	chr4	148078762	148444698
ENSG00000151640	chr10	132186900	132205776
ENSG00000151657	chr10	7750962	7787981
ENSG00000151665	chr2	46580937	46617119
ENSG00000151693	chr2	9206765	9405683
ENSG00000151694	chr2	9488486	9555792
ENSG00000151702	chr11	128686535	128813267
ENSG00000151718	chr4	183099293	183320777
ENSG00000151726	chr4	184755595	184826818
ENSG00000151729	chr4	185143241	185150382
ENSG00000151746	chr12	32106835	32383633
ENSG00000151748	chr14	50632058	50668331
ENSG00000151779	chr2	15166909	15561330
ENSG00000151790	chr4	155854738	155920406
ENSG00000151806	chr4	44678427	44700926
ENSG00000151834	chr4	46248427	46475230
ENSG00000151835	chr13	23328826	23433740
ENSG00000151849	chr13	24882284	24922889
ENSG00000151881	chr5	43444252	43483893
ENSG00000151883	chr5	50665899	50846522
ENSG00000151892	chr10	116056925	116273467
ENSG00000151893	chr10	118674167	118755249
ENSG00000151914	chr6	56457987	56954628
ENSG00000151917	chr6	56955126	57027342
ENSG00000151923	chr10	119571802	119597029
ENSG00000151929	chr10	119651370	119677819
ENSG00000152049	chr2	223051814	223198399
ENSG00000152061	chr1	174159410	174995308
ENSG00000152082	chr2	130181737	130190729
ENSG00000152102	chr2	131047876	131093460
ENSG00000152104	chr1	214348696	214552449
ENSG00000152127	chr2	134119983	134454621
ENSG00000152133	chr2	37084451	37099244
ENSG00000152137	chr12	119178642	119221131
ENSG00000152147	chr2	38751534	38785000
ENSG00000152154	chr2	39664982	39717963
ENSG00000152193	chr13	78614291	78659179
ENSG00000152217	chr18	44680173	45068510
ENSG00000152219	chr11	30323051	30338227
ENSG00000152223	chr18	45847609	45967274
ENSG00000152229	chr18	45983536	46072272
ENSG00000152234	chr18	46080248	46104334
ENSG00000152240	chr18	46104332	46128333
ENSG00000152242	chr18	46173553	46266991
ENSG00000152256	chr2	172555373	172608669
ENSG00000152270	chr11	14643723	14872044
ENSG00000152284	chr2	85133410	85310388
ENSG00000152291	chr2	85318020	85328425
ENSG00000152332	chr1	162497251	162529629
ENSG00000152348	chr5	81972025	82276857
ENSG00000152359	chr5	75674124	75717481
ENSG00000152377	chr5	136975298	137598379
ENSG00000152382	chr1	166856510	166876327
ENSG00000152402	chr11	106674012	107018524
ENSG00000152404	chr11	107326345	107457844
ENSG00000152409	chr5	79236189	79327215
ENSG00000152413	chr5	79372636	79514217
ENSG00000152422	chr5	83077498	83353787
ENSG00000152439	chr19	57499915	57518404
ENSG00000152443	chr19	57746796	57758159
ENSG00000152455	chr10	14878820	14904315
ENSG00000152464	chr10	15097180	15139818
ENSG00000152465	chr10	15102584	15168693
ENSG00000152484	chr13	27066142	27171896
ENSG00000152492	chr3	191329077	191398670
ENSG00000152495	chr5	111223653	111494886
ENSG00000152518	chr2	43222402	43226609
ENSG00000152520	chr13	28138506	28295335
ENSG00000152527	chr2	43637273	43767987
ENSG00000152556	chr12	48105139	48146404
ENSG00000152558	chr11	102396332	102470384
ENSG00000152601	chr3	152243828	152465780
ENSG00000152620	chr5	36192592	36242279
ENSG00000152642	chr3	32105689	32168713
ENSG00000152661	chr6	121435692	121449727
ENSG00000152683	chr2	32165841	32224379
ENSG00000152684	chr5	52787940	52804046
ENSG00000152700	chr5	134601144	134649271
ENSG00000152749	chr13	94601903	94634645
ENSG00000152767	chr13	98142562	98455176
ENSG00000152782	chr10	89579497	89645572
ENSG00000152795	chr4	82422564	82430408
ENSG00000152818	chr6	144285701	144853034
ENSG00000152894	chr6	127968779	128520674
ENSG00000152904	chr1	235327350	235344532
ENSG00000152926	chr7	64971776	65006684
ENSG00000152932	chr5	58582221	58859394
ENSG00000152942	chr5	69369293	69414801
ENSG00000152944	chr12	27022546	27066343
ENSG00000152952	chr3	146069440	146163653
ENSG00000152977	chr3	147393422	147510293
ENSG00000152990	chr4	22345071	22516054
ENSG00000153006	chr5	64718144	64768685
ENSG00000153015	chr5	64768930	65018763
ENSG00000153037	chr5	112861188	112898371
ENSG00000153046	chr6	4706159	4955551
ENSG00000153048	chr16	8852942	8869012
ENSG00000153066	chr16	11679080	11742878
ENSG00000153071	chr5	39371675	39462300
ENSG00000153094	chr2	111119378	111168447
ENSG00000153107	chr2	111611639	111884690
ENSG00000153113	chr5	96525267	96779595
ENSG00000153130	chr4	140257286	140385726
ENSG00000153132	chr4	140388455	140427968
ENSG00000153140	chr5	90392261	90409786
ENSG00000153147	chr4	143513463	143557486
ENSG00000153162	chr6	7726797	7881422
ENSG00000153179	chr12	64507001	64697567
ENSG00000153187	chr1	244840638	244864560
ENSG00000153201	chr2	108719481	108785811
ENSG00000153207	chr1	246839098	246931978
ENSG00000153208	chr2	111898479	112029561
ENSG00000153214	chr2	112055223	112119318
ENSG00000153246	chr2	159932006	160062610
ENSG00000153250	chr2	160272151	160493794
ENSG00000153294	chr6	47685864	47722021
ENSG00000153310	chr8	129839593	130017129
ENSG00000153317	chr8	130052104	130443660
ENSG00000153339	chr18	31829173	31953136
ENSG00000153391	chr18	35452230	35497991
ENSG00000153395	chr5	1456480	1523977
ENSG00000153406	chr16	4461680	4495763
ENSG00000153443	chr16	4608883	4615027
ENSG00000153485	chr14	93184951	93187089
ENSG00000153487	chr13	110712736	110723339
ENSG00000153551	chr3	32391671	32483067
ENSG00000153558	chr3	33277025	33403662
ENSG00000153560	chr3	33388336	33441371
ENSG00000153561	chr2	86720173	86778041
ENSG00000153574	chr2	88691644	88750935
ENSG00000153707	chr9	8314246	10612723
ENSG00000153714	chr9	12775021	12822131
ENSG00000153721	chr6	154387504	154510659
ENSG00000153767	chr3	120742637	120783069
ENSG00000153774	chr16	75293698	75433485
ENSG00000153786	chr16	84974181	85011535
ENSG00000153814	chr7	27830573	28180743
ENSG00000153815	chr16	81445170	81711762
ENSG00000153823	chr2	228850526	229271285
ENSG00000153827	chr2	229763838	229923239
ENSG00000153879	chr19	33373330	33382686
ENSG00000153885	chr19	33795933	33815763
ENSG00000153896	chr19	34758076	34773229
ENSG00000153904	chr1	85318481	85578363
ENSG00000153914	chr5	66139971	66183615
ENSG00000153922	chr5	98853985	98928957
ENSG00000153930	chr17	55882301	56511659
ENSG00000153933	chr17	56834099	56869567
ENSG00000153936	chr1	86914648	87109998
ENSG00000153944	chr17	57255851	57684685
ENSG00000153956	chr7	81946444	82443798
ENSG00000153975	chr6	116635618	116668794
ENSG00000153976	chr17	13495689	13601927
ENSG00000153989	chr6	117675502	117710640
ENSG00000153993	chr7	84995553	85186855
ENSG00000154001	chr14	63371357	63543374
ENSG00000154059	chr18	24426616	24453535
ENSG00000154065	chr18	23598926	23662885
ENSG00000154096	chr11	119417378	119424985
ENSG00000154102	chr16	85690084	85751129
ENSG00000154114	chr11	121024072	121090775
ENSG00000154122	chr5	14704800	14871785
ENSG00000154124	chr5	14664664	14699711
ENSG00000154127	chr11	122655675	122814473
ENSG00000154144	chr11	124622836	124635398
ENSG00000154174	chr3	100363431	100401398
ENSG00000154175	chr3	100749156	100993515
ENSG00000154188	chr8	107249482	107498055
ENSG00000154217	chr17	67377281	67697261
ENSG00000154222	chr1	52345723	52366193
ENSG00000154229	chr17	66302636	66810743
ENSG00000154240	chr17	65635538	66192084
ENSG00000154277	chr4	41256413	41268455
ENSG00000154305	chr1	222618086	222668012
ENSG00000154309	chr1	222872271	223005995
ENSG00000154310	chr3	171061339	171460408
ENSG00000154328	chr8	11769639	11787346
ENSG00000154330	chr9	68328308	68531061
ENSG00000154358	chr1	228208130	228378874
ENSG00000154359	chr8	12721894	12756073
ENSG00000154370	chr1	228393673	228406840
ENSG00000154380	chr1	225486835	225653142
ENSG00000154429	chr1	229321005	229343294
ENSG00000154447	chr4	169094256	169271105
ENSG00000154473	chr10	123154277	123170467
ENSG00000154511	chr1	92832737	92961522
ENSG00000154518	chr2	175176258	175184607
ENSG00000154553	chr4	185500660	185535612
ENSG00000154556	chr4	185585444	185956652
ENSG00000154582	chr8	73939169	73972287
ENSG00000154640	chr21	17593653	17612947
ENSG00000154642	chr21	17788967	17819386
ENSG00000154719	chr21	25585656	25607517
ENSG00000154721	chr21	25639272	25717562
ENSG00000154723	chr21	25716503	25735673
ENSG00000154727	chr21	25734570	25772460
ENSG00000154734	chr21	26835747	26845409
ENSG00000154736	chr21	26917912	26966513
ENSG00000154743	chr3	12484432	12539623
ENSG00000154767	chr3	14145147	14178783
ENSG00000154781	chr3	14651746	14672659
ENSG00000154803	chr17	17212212	17237188
ENSG00000154813	chr3	16257978	16264972
ENSG00000154814	chr3	16265160	16350299
ENSG00000154832	chr18	50282343	50288304
ENSG00000154845	chr18	9546791	9615240
ENSG00000154856	chr18	10454628	10489948
ENSG00000154889	chr18	11882622	11909223
ENSG00000154917	chr3	133824239	133895836
ENSG00000154930	chr20	25006230	25058980
ENSG00000154945	chr17	50693190	50707924
ENSG00000154957	chr17	11977439	11997510
ENSG00000154978	chr7	55436056	55572988
ENSG00000155008	chrX	85003826	85093316
ENSG00000155011	chr4	106921802	107283806
ENSG00000155016	chr4	107931369	107953457
ENSG00000155034	chr7	5431335	5513798
ENSG00000155090	chr8	102648779	102655902
ENSG00000155096	chr8	102826357	102893864
ENSG00000155097	chr8	103021063	103073051
ENSG00000155099	chr8	90993796	91041064
ENSG00000155100	chr8	91070196	91087095
ENSG00000155111	chr6	110609978	110815958
ENSG00000155115	chr6	110958560	110967890
ENSG00000155158	chr9	15163622	15307360
ENSG00000155189	chr8	6708357	6759666
ENSG00000155229	chr10	97458324	97498794
ENSG00000155252	chr10	97640686	97676434
ENSG00000155254	chr10	97713173	97718152
ENSG00000155256	chr10	97737121	97760907
ENSG00000155275	chr4	8436140	8493531
ENSG00000155287	chr10	99610522	99620609
ENSG00000155304	chr21	14371115	14383484
ENSG00000155313	chr21	15730025	15880069
ENSG00000155324	chr5	126360132	126496494
ENSG00000155329	chr5	132996985	133026604
ENSG00000155330	chr16	46796607	46831411
ENSG00000155363	chr1	112673141	112700746
ENSG00000155366	chr1	112701106	112707434
ENSG00000155368	chr2	119366921	119372560
